icao,delivery,ground,tower,departure,approach,center
KLGA,LGA_DEL,LGA_GND,LGA_TWR,LGA_DEP,LGA_APP,NY_CTR
KLGB,LGB_DEL,LGB_GND,LGB_TWR,\N,SNA_APP,LAX_CTR
KLGC,\N,\N,\N,\N,ATL_APP,ATL_CTR
KLGD,\N,\N,\N,\N,\N,SEA_CTR
KLGF,\N,\N,\N,\N,NYL_APP,\N
KLGU,\N,\N,\N,\N,SLC_APP,SLC_CTR
KLHV,\N,\N,\N,\N,\N,NY_CTR
KLHW,\N,\N,\N,\N,SAV_APP,\N
KLHZ,\N,\N,\N,\N,RDU_APP,\N
KLIC,\N,\N,\N,\N,DEN_APP,DEN_CTR
KLIT,LIT_DEL,LIT_GND,LIT_TWR,\N,LIT_APP,MEM_CTR
KLKP,\N,\N,\N,\N,\N,BOS_CTR
KLKU,\N,\N,\N,\N,PCT_APP,DC_CTR
KLKV,\N,\N,\N,\N,\N,SEA_CTR
KLLJ,\N,\N,\N,\N,\N,SLC_CTR
KLMS,\N,\N,\N,\N,\N,MEM_CTR
KLMT,\N,LMT_GND,LMT_TWR,\N,LMT_APP,SEA_CTR
KLNA,\N,\N,\N,\N,MIA_APP,MIA_CTR
KLND,\N,\N,\N,\N,SLC_APP,\N
KLNK,LNK_DEL,LNK_GND,LNK_TWR,\N,LNK_APP,MSP_CTR
KLNN,\N,\N,\N,\N,CLE_APP,\N
KLNP,\N,\N,\N,\N,\N,IND_CTR
KLNR,\N,\N,\N,\N,MSN_APP,\N
KLNS,\N,LNS_GND,LNS_TWR,\N,MDT_APP,NY_CTR
KLOL,\N,\N,\N,\N,NCT_APP,OAK_CTR
KLOM,\N,\N,\N,\N,PHL_APP,NY_CTR
KLOT,\N,\N,\N,\N,CHI_APP,CHI_CTR
KLOU,LOU_DEL,LOU_GND,LOU_TWR,\N,SDF_APP,IND_CTR
KLOZ,\N,\N,\N,\N,\N,IND_CTR
KLPC,\N,\N,\N,\N,SBA_APP,LAX_CTR
KLQK,\N,\N,\N,\N,GSP_APP,ATL_CTR
KLRD,\N,LRD_GND,LRD_TWR,\N,\N,HOU_CTR
KLRF,\N,\N,\N,\N,LIT_APP,MEM_CTR
KLRJ,\N,\N,\N,\N,SUX_APP,MSP_CTR
KLSB,\N,\N,\N,\N,\N,ABQ_CTR
KLSE,\N,LSE_GND,LSE_TWR,\N,\N,MSP_CTR
KLSF,\N,LSF_GND,LSF_TWR,\N,ATL_APP,ATL_CTR
KLSK,\N,\N,\N,\N,DEN_APP,DEN_CTR
KLSN,\N,\N,\N,\N,NCT_APP,OAK_CTR
KLSV,LSV_DEL,LSV_GND,LSV_TWR,\N,LSV_APP,LAX_CTR
KLTS,LTS_DEL,LTS_GND,LTS_TWR,\N,LTS_APP,FTW_CTR
KLUF,\N,LUF_GND,LUF_TWR,PHX_DEP,PHX_APP,ABQ_CTR
KLUK,\N,LUK_GND,LUK_TWR,\N,CVG_APP,IND_CTR
KLUL,\N,\N,\N,\N,\N,HOU_CTR
KLVK,\N,\N,\N,\N,NCT_APP,OAK_CTR
KLVL,\N,\N,\N,\N,\N,DC_CTR
KLVM,\N,\N,\N,\N,\N,SLC_CTR
KLWB,\N,LWB_GND,LWB_TWR,\N,\N,DC_CTR
KLWL,\N,\N,\N,\N,SLC_APP,SLC_CTR
KLWM,\N,LWM_GND,LWM_TWR,\N,BOS_APP,BOS_CTR
KLWS,\N,\N,LWS_TWR,\N,\N,SEA_CTR
KLWT,\N,\N,\N,\N,\N,SLC_CTR
KLWV,\N,\N,\N,\N,EVV_APP,\N
KLXN,\N,\N,\N,\N,\N,DEN_CTR
KLXV,\N,\N,\N,\N,DEN_APP,DEN_CTR
KLYH,\N,LYH_GND,LYH_TWR,\N,ROA_APP,DC_CTR
KLZU,\N,\N,\N,\N,ATL_APP,ATL_CTR
KMAC,\N,\N,\N,\N,ATL_APP,ATL_CTR
KMAE,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMAF,MAF_DEL,MAF_GND,MAF_TWR,\N,MAF_APP,FTW_CTR
KMAW,\N,\N,\N,\N,MEM_APP,MEM_CTR
KMBO,\N,\N,\N,\N,JAN_APP,\N
KMBS,MBS_DEL,MBS_GND,MBS_TWR,\N,LAN_APP,\N
KMCB,\N,\N,\N,\N,\N,HOU_CTR
KMCC,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMCD,\N,\N,\N,\N,\N,MSP_CTR
KMCE,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMCF,\N,MCF_GND,MCF_TWR,\N,TPA_APP,MIA_CTR
KMCI,\N,\N,MCI_TWR,\N,\N,\N
KMCK,\N,\N,\N,\N,DEN_APP,DEN_CTR
KMCN,\N,MCN_GND,MCN_TWR,\N,ATL_APP,ATL_CTR
KMCO,MCO_DEL,MCO_GND,MCO_TWR,\N,\N,JAX_CTR
KMCW,\N,\N,\N,\N,\N,MSP_CTR
KMDH,\N,\N,MDH_TWR,\N,\N,\N
KMDS,\N,\N,\N,\N,\N,MSP_CTR
KMDT,\N,MDT_GND,MDT_TWR,\N,MDT_APP,NY_CTR
KMDW,MDW_DEL,MDW_GND,MDW_TWR,\N,CHI_APP,CHI_CTR
KMDZ,\N,\N,\N,\N,\N,MSP_CTR
KMEB,\N,\N,\N,\N,FAY_APP,\N
KMEI,\N,MEI_GND,MEI_TWR,\N,MEI_APP,MEM_CTR
KMEM,MEM_DEL,MEM_GND,MEM_TWR,MEM_DEP,MEM_APP,MEM_CTR
KMER,\N,MER_GND,MER_TWR,\N,NCT_APP,OAK_CTR
KMEV,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMFD,\N,MFD_GND,MFD_TWR,\N,CMH_APP,\N
KMFE,\N,MFE_GND,MFE_TWR,\N,VLY_APP,HOU_CTR
KMFI,\N,\N,\N,\N,\N,MSP_CTR
KMFR,\N,MFR_GND,MFR_TWR,\N,EUG_APP,SEA_CTR
KMFV,\N,\N,\N,\N,ORF_APP,DC_CTR
KMGC,\N,\N,\N,\N,SBN_APP,CHI_CTR
KMGE,\N,MGE_GND,MGE_TWR,\N,ATL_APP,ATL_CTR
KMGJ,\N,\N,\N,\N,JFK_APP,NY_CTR
KMGM,MGM_DEL,MGM_GND,MGM_TWR,\N,MGM_APP,ATL_CTR
KMGR,\N,\N,\N,\N,VLD_APP,\N
KMGW,\N,MGW_GND,MGW_TWR,\N,PIT_APP,\N
KMGY,\N,\N,\N,\N,\N,IND_CTR
KMHL,\N,\N,\N,\N,LIT_APP,\N
KMHR,\N,MHR_GND,MHR_TWR,\N,SMF_APP,OAK_CTR
KMHT,MHT_DEL,MHT_GND,MHT_TWR,\N,MHT_APP,BOS_CTR
KMHV,\N,\N,\N,\N,EDW_APP,LAX_CTR
KMIA,\N,MIA_GND,MIA_TWR,\N,MIA_APP,MIA_CTR
KMIB,\N,MIB_GND,MIB_TWR,\N,MIB_APP,MSP_CTR
KMIC,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMIE,\N,MIE_GND,MIE_TWR,IND_DEP,\N,IND_CTR
KMIO,\N,\N,\N,\N,LIT_APP,\N
KMIT,\N,\N,\N,\N,BFL_APP,LAX_CTR
KMJQ,\N,\N,\N,\N,\N,MSP_CTR
KMJX,\N,\N,\N,\N,WRI_APP,\N
KMKC,\N,\N,MKC_TWR,\N,LIT_APP,\N
KMKE,MKE_DEL,MKE_GND,MKE_TWR,\N,MKE_APP,CHI_CTR
KMKG,\N,MKG_GND,MKG_TWR,\N,AZO_APP,CHI_CTR
KMKL,\N,MKL_GND,MKL_TWR,\N,MEM_APP,MEM_CTR
KMKO,\N,\N,\N,\N,\N,FTW_CTR
KMKT,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMKY,\N,\N,\N,\N,RSW_APP,MIA_CTR
KMLB,\N,MLB_GND,MLB_TWR,\N,MCO_APP,JAX_CTR
KMLC,\N,\N,\N,\N,\N,FTW_CTR
KMLD,\N,\N,\N,\N,SLC_APP,SLC_CTR
KMLE,\N,\N,\N,\N,LNK_APP,MSP_CTR
KMLI,MLI_DEL,MLI_GND,MLI_TWR,\N,MLI_APP,CHI_CTR
KMLJ,\N,\N,\N,\N,ATL_APP,ATL_CTR
KMLT,\N,\N,\N,\N,\N,BOS_CTR
KMLU,MLU_DEL,MLU_GND,MLU_TWR,\N,MLU_APP,FTW_CTR
KMMH,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMMI,\N,\N,\N,\N,TYS_APP,ATL_CTR
KMML,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMMS,\N,\N,\N,\N,MEM_APP,MEM_CTR
KMMT,\N,MMT_GND,MMT_TWR,\N,SSC_APP,JAX_CTR
KMMU,MMU_DEL,MMU_GND,MMU_TWR,EWR_DEP,EWR_APP,NY_CTR
KMNM,\N,\N,\N,\N,GRB_APP,\N
KMNN,\N,\N,\N,\N,CMH_APP,\N
KMOB,MOB_DEL,MOB_GND,MOB_TWR,\N,MOB_APP,HOU_CTR
KMOD,\N,MOD_GND,MOD_TWR,\N,NCT_APP,OAK_CTR
KMOR,\N,\N,\N,\N,TYS_APP,\N
KMOT,\N,MOT_GND,MOT_TWR,\N,MIB_APP,MSP_CTR
KMOX,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMPI,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMPJ,\N,\N,\N,\N,LIT_APP,MEM_CTR
KMPO,\N,\N,\N,\N,AVP_APP,NY_CTR
KMPV,\N,\N,\N,\N,\N,BOS_CTR
KMPZ,\N,\N,\N,\N,\N,CHI_CTR
KMQB,\N,\N,\N,\N,\N,CHI_CTR
KMQI,\N,\N,\N,\N,ORF_APP,DC_CTR
KMQS,\N,\N,\N,\N,PHL_APP,\N
KMQW,\N,\N,\N,\N,JAX_APP,\N
KMQY,\N,MQY_GND,MQY_TWR,\N,BNA_APP,MEM_CTR
KMRB,MRB_DEL,MRB_GND,MRB_TWR,\N,PCT_APP,DC_CTR
KMRC,\N,\N,\N,\N,HSV_APP,MEM_CTR
KMRN,\N,\N,\N,\N,\N,ATL_CTR
KMRY,MRY_DEL,MRY_GND,MRY_TWR,\N,NCT_APP,OAK_CTR
KMSL,\N,\N,\N,\N,HSV_APP,MEM_CTR
KMSN,MSN_DEL,MSN_GND,MSN_TWR,\N,MSN_APP,CHI_CTR
KMSO,\N,\N,\N,\N,PSC_APP,\N
KMSP,MSP_DEL,MSP_GND,MSP_TWR,\N,MSP_APP,MSP_CTR
KMSS,\N,\N,\N,\N,ACK_APP,\N
KMSV,\N,\N,\N,\N,JFK_APP,NY_CTR
KMSY,MSY_DEL,MSY_GND,MSY_TWR,\N,MSY_APP,HOU_CTR
KMTC,\N,MTC_GND,MTC_TWR,\N,MTC_APP,\N
KMTH,\N,\N,\N,\N,MIA_APP,MIA_CTR
KMTJ,\N,\N,\N,\N,\N,DEN_CTR
KMTN,\N,MTN_GND,MTN_TWR,\N,PCT_APP,DC_CTR
KMTO,\N,\N,\N,\N,CMI_APP,\N
KMTP,\N,\N,\N,\N,JFK_APP,\N
KMTW,\N,\N,\N,\N,GRB_APP,\N
KMUI,\N,MUI_GND,MUI_TWR,\N,MDT_APP,NY_CTR
KMUO,\N,\N,\N,\N,\N,SLC_CTR
KMUT,\N,\N,\N,\N,MLI_APP,CHI_CTR
KMVC,\N,\N,\N,\N,\N,ATL_CTR
KMVE,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMVL,\N,\N,\N,\N,\N,BOS_CTR
KMVY,\N,\N,\N,\N,\N,BOS_CTR
KMWA,\N,\N,MWA_TWR,\N,\N,\N
KMWC,\N,\N,\N,\N,MKE_APP,\N
KMWH,\N,MWH_GND,MWH_TWR,\N,MWH_APP,SEA_CTR
KMWL,\N,\N,\N,\N,REG_APP,FTW_CTR
KMWM,\N,\N,\N,\N,MSP_APP,MSP_CTR
KMWO,\N,\N,\N,\N,\N,IND_CTR
KMXA,\N,\N,\N,\N,MEM_APP,MEM_CTR
KMXF,\N,MXF_GND,MXF_TWR,\N,MGM_APP,ATL_CTR
KMXO,\N,\N,\N,\N,CID_APP,\N
KMYF,\N,\N,\N,\N,BUR_APP,\N
KMYL,\N,\N,\N,\N,\N,SLC_CTR
KMYR,\N,MYR_GND,MYR_TWR,\N,MYR_APP,JAX_CTR
KMYV,\N,\N,\N,\N,NCT_APP,OAK_CTR
KMZJ,\N,\N,\N,\N,PHX_APP,ABQ_CTR
KMZZ,\N,\N,\N,\N,GUS_APP,\N
KNBG,NBG_DEL,NBG_GND,NBG_TWR,\N,MSY_APP,HOU_CTR
KNDY,\N,\N,\N,\N,\N,DC_CTR
KNEL,\N,NEL_GND,NEL_TWR,\N,WRI_APP,NY_CTR
KNEN,\N,\N,\N,\N,JAX_APP,JAX_CTR
KNEW,\N,NEW_GND,NEW_TWR,\N,MSY_APP,HOU_CTR
KNFL,\N,\N,\N,\N,NCT_APP,\N
KNFW,NFW_DEL,NFW_GND,NFW_TWR,\N,REG_APP,FTW_CTR
KNGP,\N,NGP_GND,NGP_TWR,\N,CRP_APP,HOU_CTR
KNGU,NGU_DEL,NGU_GND,NGU_TWR,\N,ORF_APP,DC_CTR
KNGW,\N,\N,\N,\N,CRP_APP,\N
KNHK,NHK_DEL,NHK_GND,NHK_TWR,\N,RIC_APP,DC_CTR
KNIP,NIP_DEL,NIP_GND,NIP_TWR,\N,JAX_APP,JAX_CTR
KNJK,\N,NJK_GND,NJK_TWR,\N,\N,LAX_CTR
KNKX,NKX_DEL,NKX_GND,NKX_TWR,\N,SAN_APP,LAX_CTR
KNLC,\N,\N,\N,\N,NCT_APP,\N
KNPA,NPA_DEL,NPA_GND,NPA_TWR,\N,\N,JAX_CTR
