"icao","delivery","ground","tower","departure","approach","center"
"K3AU",\N,\N,\N,\N,\N,\N
"K3B0",\N,\N,\N,\N,\N,\N
"K3B1",\N,\N,\N,\N,\N,\N
"K3B4",\N,\N,\N,\N,\N,\N
"K3B5",\N,\N,\N,\N,\N,\N
"K3BS",\N,\N,\N,\N,\N,\N
"K3C8",\N,\N,\N,\N,\N,\N
"K3CK",\N,\N,\N,\N,\N,\N
"K3CM",\N,\N,\N,\N,\N,\N
"K3CU",\N,\N,\N,\N,\N,\N
"K3DW",\N,\N,\N,\N,\N,\N
"K3E0",\N,\N,\N,\N,\N,\N
"K3F2",\N,\N,\N,\N,\N,\N
"K3F3",\N,\N,\N,\N,\N,\N
"K3F4",\N,\N,\N,\N,\N,\N
"K3F6",\N,\N,\N,\N,\N,\N
"K3F7",\N,\N,\N,\N,\N,\N
"K3F9",\N,\N,\N,\N,\N,\N
"K3FU",\N,\N,\N,\N,\N,\N
"K3G1",\N,\N,\N,\N,\N,\N
"K3G2",\N,\N,\N,\N,\N,\N
"K3G3",\N,\N,\N,\N,\N,\N
"K3G4",\N,\N,\N,\N,\N,\N
"K3G5",\N,\N,\N,\N,\N,\N
"K3G6",\N,\N,\N,\N,\N,\N
"K3GM",\N,\N,\N,\N,\N,\N
"K3GV",\N,\N,\N,\N,\N,\N
"K3H4",\N,\N,\N,\N,\N,\N
"K3HO",\N,\N,\N,\N,\N,\N
"K3I2",\N,\N,\N,\N,\N,\N
"K3I3",\N,\N,\N,\N,\N,\N
"K3I4",\N,\N,\N,\N,\N,\N
"K3I7",\N,\N,\N,\N,\N,\N
"K3J0",\N,\N,\N,\N,\N,\N
"K3J1",\N,\N,\N,\N,\N,\N
"K3J7",\N,\N,\N,\N,\N,\N
"K3JC",\N,\N,\N,\N,\N,\N
"K3K3",\N,\N,\N,\N,\N,\N
"K3K6",\N,\N,\N,\N,\N,\N
"K3K7",\N,\N,\N,\N,\N,\N
"K3K8",\N,\N,\N,\N,\N,\N
"K3L2",\N,\N,\N,\N,\N,\N
"K3LF",\N,\N,\N,\N,\N,\N
"K3M2",\N,\N,\N,\N,\N,\N
"K3M7",\N,\N,\N,\N,\N,\N
"K3M8",\N,\N,\N,\N,\N,\N
"K3M9",\N,\N,\N,\N,\N,\N
"K3MY",\N,\N,\N,\N,\N,\N
"K3N6",\N,\N,\N,\N,\N,\N
"K3O1",\N,\N,\N,\N,\N,\N
"K3O4",\N,\N,\N,\N,\N,\N
"K3O9",\N,\N,\N,\N,\N,\N
"K3P3",\N,\N,\N,\N,\N,\N
"K3R2",\N,\N,\N,\N,\N,\N
"K3R4",\N,\N,\N,\N,\N,\N
"K3R7",\N,\N,\N,\N,\N,\N
"K3R9",\N,\N,\N,\N,\N,\N
"K3RC",\N,\N,\N,\N,\N,\N
"K3S4",\N,\N,\N,\N,\N,\N
"K3S8",\N,\N,\N,\N,\N,\N
"K3S9",\N,\N,\N,\N,\N,\N
"K3T3",\N,\N,\N,\N,\N,\N
"K3T5",\N,\N,\N,\N,\N,\N
"K3TR",\N,\N,\N,\N,\N,\N
"K3U3",\N,\N,\N,\N,\N,\N
"K3U4",\N,\N,\N,\N,\N,\N
"K3U7",\N,\N,\N,\N,\N,\N
"K3U8",\N,\N,\N,\N,\N,\N
"K3V0",\N,\N,\N,\N,\N,\N
"K3W7",\N,\N,\N,\N,\N,\N
"K3W8",\N,\N,\N,\N,\N,\N
"K3Y2",\N,\N,\N,\N,\N,\N
"K3Y3",\N,\N,\N,\N,\N,\N
"K40G",\N,\N,\N,\N,\N,\N
"K40J",\N,\N,\N,\N,\N,\N
"K40U",\N,\N,\N,\N,\N,\N
"K41F",\N,\N,\N,\N,\N,\N
"K41N",\N,\N,\N,\N,\N,\N
"K41U",\N,\N,\N,\N,\N,\N
"K42A",\N,\N,\N,\N,\N,\N
"K42I",\N,\N,\N,\N,\N,\N
"K42J",\N,\N,\N,\N,\N,\N
"K42M",\N,\N,\N,\N,\N,\N
"K42U",\N,\N,\N,\N,\N,\N
"K42V",\N,\N,\N,\N,\N,\N
"K43A",\N,\N,\N,\N,\N,\N
"K43B",\N,\N,\N,\N,\N,\N
"K43D",\N,\N,\N,\N,\N,\N
"K44C",\N,\N,\N,\N,\N,\N
"K44N",\N,\N,\N,\N,\N,\N
"K44U",\N,\N,\N,\N,\N,\N
"K45G",\N,\N,\N,\N,\N,\N
"K45K",\N,\N,\N,\N,\N,\N
"K45R",\N,\N,\N,\N,\N,\N
"K46D",\N,\N,\N,\N,\N,\N
"K46U",\N,\N,\N,\N,\N,\N
"K47A",\N,\N,\N,\N,\N,\N
"K47K",\N,\N,\N,\N,\N,\N
"K47N",\N,\N,\N,\N,\N,\N
"K47V",\N,\N,\N,\N,\N,\N
"K48A",\N,\N,\N,\N,\N,\N
"K48D",\N,\N,\N,\N,\N,\N
"K48I",\N,\N,\N,\N,\N,\N
"K48K",\N,\N,\N,\N,\N,\N
"K48S",\N,\N,\N,\N,\N,\N
"K49A",\N,\N,\N,\N,\N,\N
"K49B",\N,\N,\N,\N,\N,\N
"K49R",\N,\N,\N,\N,\N,\N
"K49X",\N,\N,\N,\N,\N,\N
"K4A0",\N,\N,\N,\N,\N,\N
"K4A4",\N,\N,\N,\N,\N,\N
"K4A5",\N,\N,\N,\N,\N,\N
"K4A6",\N,\N,\N,\N,\N,\N
"K4A7",\N,\N,\N,\N,\N,\N
"K4A9",\N,\N,\N,\N,\N,\N
"K4B6",\N,\N,\N,\N,\N,\N
"K4B7",\N,\N,\N,\N,\N,\N
"K4B8",\N,\N,\N,\N,\N,\N
"K4C8",\N,\N,\N,\N,\N,\N
"K4D0",\N,\N,\N,\N,\N,\N
"K4E7",\N,\N,\N,\N,\N,\N
"K4F2",\N,\N,\N,\N,\N,\N
"K4F7",\N,\N,\N,\N,\N,\N
"K4F8",\N,\N,\N,\N,\N,\N
"K4F9",\N,\N,\N,\N,\N,\N
"K4G4",\N,\N,\N,\N,\N,\N
"K4G5",\N,\N,\N,\N,\N,\N
"K4G6",\N,\N,\N,\N,\N,\N
"K4G8",\N,\N,\N,\N,\N,\N
"K4I3",\N,\N,\N,\N,\N,\N
"K4I7",\N,\N,\N,\N,\N,\N
"K4I9",\N,\N,\N,\N,\N,\N
"K4J1",\N,\N,\N,\N,\N,\N
"K4J2",\N,\N,\N,\N,\N,\N
"K4J5",\N,\N,\N,\N,\N,\N
"K4J6",\N,\N,\N,\N,\N,\N
"K4J8",\N,\N,\N,\N,\N,\N
"K4K3",\N,\N,\N,\N,\N,\N
"K4K6",\N,\N,\N,\N,\N,\N
"K4M1",\N,\N,\N,\N,\N,\N
"K4M2",\N,\N,\N,\N,\N,\N
"K4M3",\N,\N,\N,\N,\N,\N
"K4M7",\N,\N,\N,\N,\N,\N
"K4M9",\N,\N,\N,\N,\N,\N
"K4N1",\N,\N,\N,\N,\N,\N
"K4O4",\N,\N,\N,\N,\N,\N
"K4O5",\N,\N,\N,\N,\N,\N
"K4P3",\N,\N,\N,\N,\N,\N
"K4R1",\N,\N,\N,\N,\N,\N
"K4R3",\N,\N,\N,\N,\N,\N
"K4R4",\N,\N,\N,\N,\N,\N
"K4R5",\N,\N,\N,\N,\N,\N
"K4R7",\N,\N,\N,\N,\N,\N
"K4R9",\N,\N,\N,\N,\N,\N
"K4S1",\N,\N,\N,\N,\N,\N
"K4S2",\N,\N,\N,\N,\N,\N
"K4S3",\N,\N,\N,\N,\N,\N
"K4S9",\N,\N,\N,\N,\N,\N
"K4SD",\N,\N,\N,\N,\N,\N
"K4T2",\N,\N,\N,\N,\N,\N
"K4U6",\N,\N,\N,\N,\N,\N
"K4U9",\N,\N,\N,\N,\N,\N
"K4V0",\N,\N,\N,\N,\N,\N
"K4V1",\N,\N,\N,\N,\N,\N
"K4V4",\N,\N,\N,\N,\N,\N
"K4V9",\N,\N,\N,\N,\N,\N
"K4Y4",\N,\N,\N,\N,\N,\N
"K50D",\N,\N,\N,\N,\N,\N
"K50F",\N,\N,\N,\N,\N,\N
"K50I",\N,\N,\N,\N,\N,\N
"K50R",\N,\N,\N,\N,\N,\N
"K51A",\N,\N,\N,\N,\N,\N
"K51D",\N,\N,\N,\N,\N,\N
"K51J",\N,\N,\N,\N,\N,\N
"K51R",\N,\N,\N,\N,\N,\N
"K52A",\N,\N,\N,\N,\N,\N
"K52F",\N,\N,\N,\N,\N,\N
"K52J",\N,\N,\N,\N,\N,\N
"K53A",\N,\N,\N,\N,\N,\N
"K54F",\N,\N,\N,\N,\N,\N
"K54J",\N,\N,\N,\N,\N,\N
"K54T",\N,\N,\N,\N,\N,\N
"K55J",\N,\N,\N,\N,\N,\N
"K55K",\N,\N,\N,\N,\N,\N
"K55M",\N,\N,\N,\N,\N,\N
"K55Y",\N,\N,\N,\N,\N,\N
"K56D",\N,\N,\N,\N,\N,\N
"K56F",\N,\N,\N,\N,\N,\N
"K57C",\N,\N,\N,\N,\N,\N
"K57S",\N,\N,\N,\N,\N,\N
"K58M",\N,\N,\N,\N,\N,\N
"K5A1",\N,\N,\N,\N,\N,\N
"K5A4",\N,\N,\N,\N,\N,\N
"K5A6",\N,\N,\N,\N,\N,\N
"K5A9",\N,\N,\N,\N,\N,\N
"K5B2",\N,\N,\N,\N,\N,\N
"K5B5",\N,\N,\N,\N,\N,\N
"K5C1",\N,\N,\N,\N,\N,\N
"K5C3",\N,\N,\N,\N,\N,\N
"K5C8",\N,\N,\N,\N,\N,\N
"K5F0",\N,\N,\N,\N,\N,\N
"K5F1",\N,\N,\N,\N,\N,\N
"K5F4",\N,\N,\N,\N,\N,\N
"K5G7",\N,\N,\N,\N,\N,\N
"K5H4",\N,\N,\N,\N,\N,\N
"K5I4",\N,\N,\N,\N,\N,\N
"K5J9",\N,\N,\N,\N,\N,\N
"K5K1",\N,\N,\N,\N,\N,\N
"K5L0",\N,\N,\N,\N,\N,\N
"K5M0",\N,\N,\N,\N,\N,\N
"K5M3",\N,\N,\N,\N,\N,\N
"K5M4",\N,\N,\N,\N,\N,\N
"K5M5",\N,\N,\N,\N,\N,\N
"K5M8",\N,\N,\N,\N,\N,\N
"K5M9",\N,\N,\N,\N,\N,\N
"K5N2",\N,\N,\N,\N,\N,\N
"K5N8",\N,\N,\N,\N,\N,\N
"K5P2",\N,\N,\N,\N,\N,\N
"K5R1",\N,\N,\N,\N,\N,\N
"K5R2",\N,\N,\N,\N,\N,\N
"K5R4",\N,\N,\N,\N,\N,\N
"K5R8",\N,\N,\N,\N,\N,\N
"K5S0",\N,\N,\N,\N,\N,\N
"K5S2",\N,\N,\N,\N,\N,\N
"K5S6",\N,\N,\N,\N,\N,\N
"K5S9",\N,\N,\N,\N,\N,\N
"K5T6",\N,\N,\N,\N,\N,\N
"K5T9",\N,\N,\N,\N,\N,\N
"K5U1",\N,\N,\N,\N,\N,\N
"K5U5",\N,\N,\N,\N,\N,\N
"K5U7",\N,\N,\N,\N,\N,\N
"K5V5",\N,\N,\N,\N,\N,\N
"K5W1",\N,\N,\N,\N,\N,\N
"K5W4",\N,\N,\N,\N,\N,\N
"K5W5",\N,\N,\N,\N,\N,\N
"K5W8",\N,\N,\N,\N,\N,\N
"K5Y1",\N,\N,\N,\N,\N,\N
"K60C",\N,\N,\N,\N,\N,\N
"K60F",\N,\N,\N,\N,\N,\N
"K60J",\N,\N,\N,\N,\N,\N
"K60R",\N,\N,\N,\N,\N,\N
"K61A",\N,\N,\N,\N,\N,\N
"K61B",\N,\N,\N,\N,\N,\N
"K61C",\N,\N,\N,\N,\N,\N
"K61R",\N,\N,\N,\N,\N,\N
"K61S",\N,\N,\N,\N,\N,\N
"K62D",\N,\N,\N,\N,\N,\N
"K62S",\N,\N,\N,\N,\N,\N
"K63B",\N,\N,\N,\N,\N,\N
"K63C",\N,\N,\N,\N,\N,\N
"K63F",\N,\N,\N,\N,\N,\N
"K63M",\N,\N,\N,\N,\N,\N
"K64S",\N,\N,\N,\N,\N,\N
"K65J",\N,\N,\N,\N,\N,\N
"K65S",\N,\N,\N,\N,\N,\N
"K66R",\N,\N,\N,\N,\N,\N
"K66V",\N,\N,\N,\N,\N,\N
"K66Y",\N,\N,\N,\N,\N,\N
"K67A",\N,\N,\N,\N,\N,\N
"K67L",\N,\N,\N,\N,\N,\N
"K67R",\N,\N,\N,\N,\N,\N
"K68F",\N,\N,\N,\N,\N,\N
"K68S",\N,\N,\N,\N,\N,\N
"K69K",\N,\N,\N,\N,\N,\N
"K69V",\N,\N,\N,\N,\N,\N
"K6A1",\N,\N,\N,\N,\N,\N
"K6A2",\N,\N,\N,\N,\N,\N
"K6A4",\N,\N,\N,\N,\N,\N
"K6B9",\N,\N,\N,\N,\N,\N
"K6D1",\N,\N,\N,\N,\N,\N
"K6D6",\N,\N,\N,\N,\N,\N
"K6D8",\N,\N,\N,\N,\N,\N
"K6D9",\N,\N,\N,\N,\N,\N
"K6E5",\N,\N,\N,\N,\N,\N
"K6G1",\N,\N,\N,\N,\N,\N
"K6G4",\N,\N,\N,\N,\N,\N
"K6G5",\N,\N,\N,\N,\N,\N
"K6I2",\N,\N,\N,\N,\N,\N
"K6I4",\N,\N,\N,\N,\N,\N
"K6J0",\N,\N,\N,\N,\N,\N
"K6J2",\N,\N,\N,\N,\N,\N
"K6J4",\N,\N,\N,\N,\N,\N
"K6J7",\N,\N,\N,\N,\N,\N
"K6K3",\N,\N,\N,\N,\N,\N
"K6K4",\N,\N,\N,\N,\N,\N
"K6K5",\N,\N,\N,\N,\N,\N
"K6L3",\N,\N,\N,\N,\N,\N
"K6L4",\N,\N,\N,\N,\N,\N
"K6L5",\N,\N,\N,\N,\N,\N
"K6M0",\N,\N,\N,\N,\N,\N
"K6M2",\N,\N,\N,\N,\N,\N
"K6M6",\N,\N,\N,\N,\N,\N
"K6M7",\N,\N,\N,\N,\N,\N
"K6R3",\N,\N,\N,\N,\N,\N
"K6R6",\N,\N,\N,\N,\N,\N
"K6S0",\N,\N,\N,\N,\N,\N
"K6S1",\N,\N,\N,\N,\N,\N
"K6S2",\N,\N,\N,\N,\N,\N
"K6S3",\N,\N,\N,\N,\N,\N
"K6S5",\N,\N,\N,\N,\N,\N
"K6S8",\N,\N,\N,\N,\N,\N
"K6U7",\N,\N,\N,\N,\N,\N
"K6V0",\N,\N,\N,\N,\N,\N
"K6V4",\N,\N,\N,\N,\N,\N
"K6V5",\N,\N,\N,\N,\N,\N
"K6Y1",\N,\N,\N,\N,\N,\N
"K70A",\N,\N,\N,\N,\N,\N
"K70J",\N,\N,\N,\N,\N,\N
"K71A",\N,\N,\N,\N,\N,\N
"K71J",\N,\N,\N,\N,\N,\N
"K71N",\N,\N,\N,\N,\N,\N
"K72F",\N,\N,\N,\N,\N,\N
"K73C",\N,\N,\N,\N,\N,\N
"K74S",\N,\N,\N,\N,\N,\N
"K74V",\N,\N,\N,\N,\N,\N
"K75J",\N,\N,\N,\N,\N,\N
"K76F",\N,\N,\N,\N,\N,\N
"K76G",\N,\N,\N,\N,\N,\N
"K77F",\N,\N,\N,\N,\N,\N
"K77G",\N,\N,\N,\N,\N,\N
"K77S",\N,\N,\N,\N,\N,\N
"K78",\N,\N,\N,\N,\N,\N
"K78R",\N,\N,\N,\N,\N,\N
"K78Y",\N,\N,\N,\N,\N,\N
"K79D",\N,\N,\N,\N,\N,\N
"K79J",\N,\N,\N,\N,\N,\N
"K79S",\N,\N,\N,\N,\N,\N
"K7A0",\N,\N,\N,\N,\N,\N
"K7A3",\N,\N,\N,\N,\N,\N
"K7A4",\N,\N,\N,\N,\N,\N
"K7A5",\N,\N,\N,\N,\N,\N
"K7A6",\N,\N,\N,\N,\N,\N
"K7A8",\N,\N,\N,\N,\N,\N
"K7B2",\N,\N,\N,\N,\N,\N
"K7B6",\N,\N,\N,\N,\N,\N
"K7D3",\N,\N,\N,\N,\N,\N
"K7D9",\N,\N,\N,\N,\N,\N
"K7F3",\N,\N,\N,\N,\N,\N
"K7F5",\N,\N,\N,\N,\N,\N
"K7F7",\N,\N,\N,\N,\N,\N
"K7G0",\N,\N,\N,\N,\N,\N
"K7G8",\N,\N,\N,\N,\N,\N
"K7G9",\N,\N,\N,\N,\N,\N
"K7I4",\N,\N,\N,\N,\N,\N
"K7K4",\N,\N,\N,\N,\N,\N
"K7K5",\N,\N,\N,\N,\N,\N
"K7K8",\N,\N,\N,\N,\N,\N
"K7L2",\N,\N,\N,\N,\N,\N
"K7L8",\N,\N,\N,\N,\N,\N
"K7M1",\N,\N,\N,\N,\N,\N
"K7M2",\N,\N,\N,\N,\N,\N
"K7M3",\N,\N,\N,\N,\N,\N
"K7M4",\N,\N,\N,\N,\N,\N
"K7M5",\N,\N,\N,\N,\N,\N
"K7M8",\N,\N,\N,\N,\N,\N
"K7M9",\N,\N,\N,\N,\N,\N
"K7S0",\N,\N,\N,\N,\N,\N
"K7S1",\N,\N,\N,\N,\N,\N
"K7S5",\N,\N,\N,\N,\N,\N
"K7S6",\N,\N,\N,\N,\N,\N
"K7S7",\N,\N,\N,\N,\N,\N
"K7S9",\N,\N,\N,\N,\N,\N
"K7T7",\N,\N,\N,\N,\N,\N
"K7V2",\N,\N,\N,\N,\N,\N
"K7V3",\N,\N,\N,\N,\N,\N
"K7V5",\N,\N,\N,\N,\N,\N
"K7V6",\N,\N,\N,\N,\N,\N
"K7V7",\N,\N,\N,\N,\N,\N
"K7V8",\N,\N,\N,\N,\N,\N
"K7V9",\N,\N,\N,\N,\N,\N
"K7W5",\N,\N,\N,\N,\N,\N
"K7W6",\N,\N,\N,\N,\N,\N
"K7Y4",\N,\N,\N,\N,\N,\N
"K80D",\N,\N,\N,\N,\N,\N
"K80F",\N,\N,\N,\N,\N,\N
"K80T",\N,\N,\N,\N,\N,\N
"K81B",\N,\N,\N,\N,\N,\N
"K81R",\N,\N,\N,\N,\N,\N
"K82A",\N,\N,\N,\N,\N,\N
"K82C",\N,\N,\N,\N,\N,\N
"K82J",\N,\N,\N,\N,\N,\N
"K82V",\N,\N,\N,\N,\N,\N
"K83D",\N,\N,\N,\N,\N,\N
"K84D",\N,\N,\N,\N,\N,\N
"K84R",\N,\N,\N,\N,\N,\N
"K86F",\N,\N,\N,\N,\N,\N
"K87I",\N,\N,\N,\N,\N,\N
"K87K",\N,\N,\N,\N,\N,\N
"K87Y",\N,\N,\N,\N,\N,\N
"K88M",\N,\N,\N,\N,\N,\N
"K88R",\N,\N,\N,\N,\N,\N
"K8A0",\N,\N,\N,\N,\N,\N
"K8A1",\N,\N,\N,\N,\N,\N
"K8A3",\N,\N,\N,\N,\N,\N
"K8B0",\N,\N,\N,\N,\N,\N
"K8B1",\N,\N,\N,\N,\N,\N
"K8B5",\N,\N,\N,\N,\N,\N
"K8C4",\N,\N,\N,\N,\N,\N
"K8D1",\N,\N,\N,\N,\N,\N
"K8D3",\N,\N,\N,\N,\N,\N
"K8D7",\N,\N,\N,\N,\N,\N
"K8F3",\N,\N,\N,\N,\N,\N
"K8F5",\N,\N,\N,\N,\N,\N
"K8F6",\N,\N,\N,\N,\N,\N
"K8G1",\N,\N,\N,\N,\N,\N
"K8G2",\N,\N,\N,\N,\N,\N
"K8G6",\N,\N,\N,\N,\N,\N
"K8J7",\N,\N,\N,\N,\N,\N
"K8K2",\N,\N,\N,\N,\N,\N
"K8M1",\N,\N,\N,\N,\N,\N
"K8M8",\N,\N,\N,\N,\N,\N
"K8M9",\N,\N,\N,\N,\N,\N
"K8N2",\N,\N,\N,\N,\N,\N
"K8N8",\N,\N,\N,\N,\N,\N
"K8S0",\N,\N,\N,\N,\N,\N
"K8S1",\N,\N,\N,\N,\N,\N
"K8T6",\N,\N,\N,\N,\N,\N
"K8T8",\N,\N,\N,\N,\N,\N
"K8U2",\N,\N,\N,\N,\N,\N
"K8U6",\N,\N,\N,\N,\N,\N
"K8U8",\N,\N,\N,\N,\N,\N
"K8V1",\N,\N,\N,\N,\N,\N
"K8V2",\N,\N,\N,\N,\N,\N
"K8V3",\N,\N,\N,\N,\N,\N
"K8V7",\N,\N,\N,\N,\N,\N
"K8W2",\N,\N,\N,\N,\N,\N
"K8WC",\N,\N,\N,\N,\N,\N
"K8Y6",\N,\N,\N,\N,\N,\N
"K90F",\N,\N,\N,\N,\N,\N
"K91F",\N,\N,\N,\N,\N,\N
"K92F",\N,\N,\N,\N,\N,\N
"K93C",\N,\N,\N,\N,\N,\N
"K93F",\N,\N,\N,\N,\N,\N
"K93Y",\N,\N,\N,\N,\N,\N
"K94E",\N,\N,\N,\N,\N,\N
"K94K",\N,\N,\N,\N,\N,\N
"K94R",\N,\N,\N,\N,\N,\N
"K95D",\N,\N,\N,\N,\N,\N
"K95E",\N,\N,\N,\N,\N,\N
"K95F",\N,\N,\N,\N,\N,\N
"K96D",\N,\N,\N,\N,\N,\N
"K97M",\N,\N,\N,\N,\N,\N
"K98D",\N,\N,\N,\N,\N,\N
"K99N",\N,\N,\N,\N,\N,\N
"K99V",\N,\N,\N,\N,\N,\N
"K9A0",\N,\N,\N,\N,\N,\N
"K9A1",\N,\N,\N,\N,\N,\N
"K9A4",\N,\N,\N,\N,\N,\N
"K9A5",\N,\N,\N,\N,\N,\N
"K9D0",\N,\N,\N,\N,\N,\N
"K9D1",\N,\N,\N,\N,\N,\N
"K9D2",\N,\N,\N,\N,\N,\N
"K9D4",\N,\N,\N,\N,\N,\N
"K9D7",\N,\N,\N,\N,\N,\N
"K9D9",\N,\N,\N,\N,\N,\N
"K9F0",\N,\N,\N,\N,\N,\N
"K9F8",\N,\N,\N,\N,\N,\N
"K9F9",\N,\N,\N,\N,\N,\N
"K9G2",\N,\N,\N,\N,\N,\N
"K9G3",\N,\N,\N,\N,\N,\N
"K9G8",\N,\N,\N,\N,\N,\N
"K9K7",\N,\N,\N,\N,\N,\N
"K9K8",\N,\N,\N,\N,\N,\N
"K9L2",\N,\N,\N,\N,\N,\N
"K9M4",\N,\N,\N,\N,\N,\N
"K9M6",\N,\N,\N,\N,\N,\N
"K9M8",\N,\N,\N,\N,\N,\N
"K9S2",\N,\N,\N,\N,\N,\N
"K9S4",\N,\N,\N,\N,\N,\N
"K9S5",\N,\N,\N,\N,\N,\N
"K9S9",\N,\N,\N,\N,\N,\N
"K9U0",\N,\N,\N,\N,\N,\N
"K9U3",\N,\N,\N,\N,\N,\N
"K9U4",\N,\N,\N,\N,\N,\N
"K9U7",\N,\N,\N,\N,\N,\N
"K9V5",\N,\N,\N,\N,\N,\N
"K9V6",\N,\N,\N,\N,\N,\N
"K9V7",\N,\N,\N,\N,\N,\N
"K9V9",\N,\N,\N,\N,\N,\N
"K9Y1",\N,\N,\N,\N,\N,\N
"KA08",\N,\N,\N,\N,\N,\N
"KA09",\N,\N,\N,\N,\N,\N
"KA20",\N,\N,\N,\N,\N,\N
"KA24",\N,\N,\N,\N,\N,\N
"KA30",\N,\N,\N,\N,\N,\N
"KA32",\N,\N,\N,\N,\N,\N
"KA34",\N,\N,\N,\N,\N,\N
"KA39",\N,\N,\N,\N,\N,\N
"KA50",\N,\N,\N,\N,\N,\N
"KAAA",\N,\N,\N,\N,\N,\N
"KAAF",\N,\N,\N,\N,"TYN_APP","JAX_CTR"
"KAAO",\N,\N,\N,\N,\N,\N
"KAAS",\N,\N,\N,\N,\N,\N
"KAAT",\N,\N,\N,\N,\N,\N
"KABE","ABE_DEL","ABE_GND","ABE_TWR","ABE_DEP","ABE_APP","NY_CTR"
"KABI",\N,"ABI_GND","ABI_TWR",\N,"ABI_APP","FTW_CTR"
"KABQ","ABQ_DEL","ABQ_GND","ABQ_TWR",\N,"ABQ_APP","ABQ_CTR"
"KABR",\N,\N,\N,\N,\N,\N
"KABY",\N,"ABY_GND","ABY_TWR",\N,\N,"JAX_CTR"
"KACB",\N,\N,\N,\N,\N,\N
"KACJ",\N,\N,\N,\N,\N,\N
"KACK","ACK_DEL","ACK_GND","ACK_TWR",\N,"ACK_APP","BOS_CTR"
"KACP",\N,\N,\N,\N,\N,\N
"KACQ",\N,\N,\N,\N,\N,\N
"KACT",\N,"ACT_GND","ACT_TWR",\N,"ACT_APP","FTW_CTR"
"KACV",\N,\N,\N,\N,\N,\N
"KACY","ACY_DEL","ACY_GND","ACY_TWR",\N,"ACY_APP","DC_CTR"
"KACZ",\N,\N,\N,\N,\N,\N
"KADC",\N,\N,\N,\N,\N,\N
"KADG",\N,\N,\N,\N,\N,\N
"KADH",\N,\N,\N,\N,\N,\N
"KADM",\N,"ADM_GND","ADM_TWR",\N,\N,"FTW_CTR"
"KADS","ADS_DEL","ADS_GND","ADS_TWR",\N,"REG_APP","FTW_CTR"
"KADT",\N,\N,\N,\N,\N,\N
"KADU",\N,\N,\N,\N,\N,\N
"KADW","ADW_DEL","ADW_GND","ADW_TWR",\N,"PCT_APP","DC_CTR"
"KAEG",\N,"AEG_GND","AEG_TWR",\N,"ABQ_APP","ABQ_CTR"
"KAEJ",\N,\N,\N,\N,\N,\N
"KAEL",\N,\N,\N,\N,\N,\N
"KAEX",\N,"AEX_GND","AEX_TWR",\N,"POE_APP","HOU_CTR"
"KAFF",\N,"AFF_GND","AFF_TWR",\N,"COS_APP","DEN_CTR"
"KAFJ",\N,\N,\N,\N,\N,\N
"KAFK",\N,\N,\N,\N,\N,\N
"KAFN",\N,\N,\N,\N,\N,\N
"KAFO",\N,\N,\N,\N,\N,\N
"KAFP",\N,\N,\N,\N,\N,\N
"KAFW","AFW_DEL","AFW_GND","AFW_TWR",\N,"REG_APP","FTW_CTR"
"KAGC",\N,"AGC_GND","AGC_TWR",\N,\N,\N
"KAGO",\N,\N,\N,\N,\N,\N
"KAGR",\N,\N,\N,\N,\N,\N
"KAGS","AGS_DEL","AGS_GND","AGS_TWR",\N,"AGS_APP","ATL_CTR"
"KAGZ",\N,\N,\N,\N,\N,\N
"KAHC",\N,\N,\N,\N,\N,\N
"KAHH",\N,\N,\N,\N,\N,\N
"KAHN",\N,"AHN_GND","AHN_TWR",\N,"ATL_APP","ATL_CTR"
"KAHQ",\N,\N,\N,\N,\N,\N
"KAIA",\N,\N,\N,\N,\N,\N
"KAIB",\N,\N,\N,\N,\N,\N
"KAID",\N,"AID_GND","AID_TWR","IND_DEP",\N,"IND_CTR"
"KAIG",\N,\N,\N,\N,\N,\N
"KAIK",\N,\N,\N,\N,\N,\N
"KAIO",\N,\N,\N,\N,\N,\N
"KAIT",\N,\N,\N,\N,\N,\N
"KAIV",\N,\N,\N,\N,\N,\N
"KAIZ",\N,\N,\N,\N,\N,\N
"KAJG",\N,\N,\N,\N,\N,\N
"KAJO",\N,\N,\N,\N,"ONT_APP","LAX_CTR"
"KAJR",\N,\N,\N,\N,\N,\N
"KAJZ",\N,\N,\N,\N,\N,\N
"KAKH",\N,\N,\N,\N,\N,\N
"KAKO",\N,\N,\N,\N,\N,\N
"KAKQ",\N,\N,\N,\N,\N,\N
"KAKR",\N,\N,\N,\N,\N,\N
"KALB","ALB_DEL","ALB_GND","ALB_TWR",\N,"ALB_APP","BOS_CTR"
"KALI",\N,\N,\N,\N,\N,\N
"KALM",\N,\N,\N,\N,\N,\N
"KALN",\N,\N,"ALN_TWR",\N,\N,\N
"KALO",\N,\N,\N,\N,\N,\N
"KALS",\N,\N,\N,\N,\N,\N
"KALW",\N,"ALW_GND","ALW_TWR",\N,"PSC_APP","SEA_CTR"
"KALX",\N,\N,\N,\N,\N,\N
"KAMA","AMA_DEL","AMA_GND","AMA_TWR",\N,"AMA_APP","ABQ_CTR"
"KAMG",\N,\N,\N,\N,\N,\N
"KAMN",\N,\N,\N,\N,\N,\N
"KAMT",\N,\N,\N,\N,\N,\N
"KAMW",\N,\N,\N,\N,\N,\N
"KANB",\N,\N,\N,\N,\N,\N
"KAND",\N,\N,\N,\N,\N,\N
