"icao","delivery","ground","tower","departure","approach","center"
"KOVE",\N,\N,\N,\N,\N,\N
"KOVL",\N,\N,\N,\N,\N,\N
"KOVO",\N,\N,\N,\N,\N,\N
"KOVS",\N,\N,\N,\N,\N,\N
"KOWA",\N,\N,\N,\N,\N,\N
"KOWB",\N,"OWB_GND","OWB_TWR",\N,"EVV_APP","IND_CTR"
"KOWD",\N,"OWD_GND","OWD_TWR",\N,"BOS_APP","BOS_CTR"
"KOWI",\N,\N,\N,\N,\N,\N
"KOWK",\N,\N,\N,\N,\N,\N
"KOWP",\N,\N,\N,\N,\N,\N
"KOWX",\N,\N,\N,\N,\N,\N
"KOXB",\N,\N,\N,\N,\N,\N
"KOXC",\N,"OXC_GND","OXC_TWR",\N,"JFK_APP","NY_CTR"
"KOXD",\N,\N,\N,\N,\N,\N
"KOXI",\N,\N,\N,\N,\N,\N
"KOXR",\N,"OXR_GND","OXR_TWR",\N,"NTD_APP","LAX_CTR"
"KOXV",\N,\N,\N,\N,\N,\N
"KOYM",\N,\N,\N,\N,\N,\N
"KOZA",\N,\N,\N,\N,\N,\N
"KOZR",\N,"OZR_GND","OCR_TWR",\N,"OZR_APP","JAX_CTR"
"KOZW",\N,\N,\N,\N,\N,\N
"KP01",\N,\N,\N,\N,\N,\N
"KP03",\N,\N,\N,\N,\N,\N
"KP04",\N,\N,\N,\N,\N,\N
"KP08",\N,\N,\N,\N,\N,\N
"KP10",\N,\N,\N,\N,\N,\N
"KP13",\N,\N,\N,\N,\N,\N
"KP14",\N,\N,\N,\N,\N,\N
"KP19",\N,\N,\N,\N,\N,\N
"KP20",\N,\N,\N,\N,\N,\N
"KP23",\N,\N,\N,\N,\N,\N
"KP29",\N,\N,\N,\N,\N,\N
"KP33",\N,\N,\N,\N,\N,\N
"KP52",\N,\N,\N,\N,\N,\N
"KPAE","PAE_DEL","PAE_GND","PAE_TWR",\N,"SEA_APP","SEA_CTR"
"KPAH",\N,\N,"PAH_TWR",\N,\N,"MEM_CTR"
"KPAM","PAM_DEL","PAM_GND","PAM_TWR",\N,"TYN_APP","JAX_CTR"
"KPAN",\N,\N,\N,\N,\N,\N
"KPAO",\N,"PAO_GND","PAO_TWR",\N,"NCT_APP","OAK_CTR"
"KPBF",\N,\N,\N,\N,"LIT_APP","MEM_CTR"
"KPBG",\N,\N,\N,\N,\N,\N
"KPBH",\N,\N,\N,\N,\N,\N
"KPBI",\N,"PBI_GND","PBI_TWR",\N,"PBI_APP","MIA_CTR"
"KPBX",\N,\N,\N,\N,\N,\N
"KPCM",\N,\N,\N,\N,\N,\N
"KPCW",\N,\N,\N,\N,\N,\N
"KPCZ",\N,\N,\N,\N,\N,\N
"KPDC",\N,\N,\N,\N,\N,"CHI_CTR"
"KPDK","PDK_DEL","PDK_GND","PDK_TWR",\N,"ATL_APP","ATL_CTR"
"KPDT",\N,"PDT_GND","PDT_TWR",\N,"PSC_APP","SEA_CTR"
"KPDX","PDX_DEL","PDX_GND","PDX_TWR",\N,"PDX_APP","SEA_CTR"
"KPEA",\N,\N,\N,\N,\N,\N
"KPEO",\N,\N,\N,\N,\N,\N
"KPEQ",\N,\N,\N,\N,\N,\N
"KPEX",\N,\N,\N,\N,\N,\N
"KPEZ",\N,\N,\N,\N,\N,\N
"KPGA",\N,\N,\N,\N,\N,\N
"KPGD",\N,"PGD_GND","PGD_TWR",\N,"RSW_APP","MIA_CTR"
"KPGR",\N,\N,\N,\N,\N,\N
"KPGV",\N,\N,\N,\N,\N,\N
"KPHD",\N,\N,\N,\N,\N,\N
"KPHF","PHF_DEL","PHF_GND","PHF_TWR",\N,"ORF_APP","DC_CTR"
"KPHG",\N,\N,\N,\N,\N,\N
"KPHH",\N,\N,\N,\N,\N,\N
"KPHK",\N,\N,\N,\N,\N,\N
"KPHL","PHL_DEL","PHL_GND","PHL_TWR","PHL_DEP","PHL_APP","NY_CTR"
"KPHN",\N,\N,\N,\N,\N,\N
"KPHP",\N,\N,\N,\N,\N,\N
"KPHT",\N,\N,\N,\N,\N,"MEM_CTR"
"KPHX","PHX_DEL","PHX_GND","PHX_TWR","PHX_DEP","PHX_APP","ABQ_CTR"
"KPIA",\N,\N,"PIA_TWR",\N,\N,\N
"KPIB",\N,\N,\N,\N,\N,\N
"KPIE",\N,"PIE_GND","PIE_TWR",\N,"TPA_APP","MIA_CTR"
"KPIH",\N,"PIH_GND","PIH_TWR",\N,\N,"SLC_CTR"
"KPIL",\N,\N,\N,\N,\N,\N
"KPIM",\N,\N,\N,\N,\N,\N
"KPIR",\N,\N,\N,\N,\N,\N
"KPIT","PIT_DEL","PIT_GND","PIT_TWR",\N,"PIT_APP",\N
"KPJC",\N,\N,\N,\N,\N,\N
"KPJY",\N,\N,\N,\N,\N,\N
"KPKB",\N,"PKB_GND","PKB_TWR",\N,\N,"IND_CTR"
"KPKD",\N,\N,\N,\N,\N,\N
"KPKF",\N,\N,\N,\N,\N,\N
"KPKV",\N,\N,\N,\N,\N,\N
"KPLD",\N,\N,\N,\N,\N,\N
"KPLK",\N,\N,\N,\N,\N,\N
"KPLN",\N,\N,\N,\N,\N,\N
"KPLR",\N,\N,\N,\N,\N,\N
"KPMB",\N,\N,\N,\N,\N,\N
"KPMD",\N,"PMD_GND","PMD_TWR",\N,"JCF_APP","LAX_CTR"
"KPMH",\N,\N,\N,\N,\N,\N
"KPMP",\N,"PMP_GND","PMP_TWR",\N,"PBI_APP","MIA_CTR"
"KPMU",\N,\N,\N,\N,\N,"MEM_CTR"
"KPMV",\N,\N,\N,\N,\N,\N
"KPMZ",\N,\N,\N,\N,\N,\N
"KPNA",\N,\N,\N,\N,\N,\N
"KPNC",\N,\N,\N,\N,\N,\N
"KPNE","PNE_DEL","PNE_GND","PNE_TWR",\N,"PHL_APP","NY_CTR"
"KPNM",\N,\N,\N,\N,\N,\N
"KPNN",\N,\N,\N,\N,\N,\N
"KPNS","PNS_DEL","PNS_GND","PNS_TWR",\N,"PNS_APP","JAX_CTR"
"KPNT",\N,\N,\N,\N,\N,\N
"KPOB",\N,"POB_GND","POB_TWR",\N,"FAY_APP","DC_CTR"
"KPOC","POC_DEL","POC_GND","POC_TWR",\N,"ONT_APP","LAX_CTR"
"KPOE",\N,"POE_GND","POE_TWR",\N,"POE_APP","HOU_CTR"
"KPOF",\N,\N,\N,\N,\N,"MEM_CTR"
"KPOH",\N,\N,\N,\N,\N,\N
"KPOU",\N,"POU_GND","POU_TWR",\N,"SWF_APP","NY_CTR"
"KPOV",\N,\N,\N,\N,\N,\N
"KPOY",\N,\N,\N,\N,\N,\N
"KPPA",\N,\N,\N,\N,\N,\N
"KPPF",\N,\N,\N,\N,\N,\N
"KPPO",\N,\N,\N,\N,\N,\N
"KPPQ",\N,\N,\N,\N,\N,\N
"KPQI",\N,\N,\N,\N,\N,"BOS_CTR"
"KPQL",\N,"PQL_GND","PQL_TWR",\N,"MOB_APP","HOU_CTR"
"KPQN",\N,\N,\N,\N,\N,\N
"KPRB",\N,\N,\N,\N,\N,\N
"KPRC",\N,"PRC_GND","PRC_TWR","PHX_DEP","PRC_APP","ABQ_CTR"
"KPRG",\N,\N,\N,\N,\N,\N
"KPRN",\N,\N,\N,\N,\N,\N
"KPRO",\N,\N,\N,\N,\N,\N
"KPRS",\N,\N,\N,\N,\N,\N
"KPRX",\N,\N,\N,\N,\N,\N
"KPRZ",\N,\N,\N,\N,\N,\N
"KPSB",\N,\N,\N,\N,\N,\N
"KPSC","PSC_DEL","PSC_GND","PSC_TWR",\N,"PSC_APP","SEA_CTR"
"KPSF",\N,\N,\N,\N,\N,\N
"KPSK",\N,\N,\N,\N,\N,\N
"KPSM","PSM_DEL","PSM_GND","PSM_TWR",\N,"MHT_APP","BOS_CTR"
"KPSN",\N,\N,\N,\N,\N,\N
"KPSO",\N,\N,\N,\N,\N,\N
"KPSP","PSP_DEL","PSP_GND","PSP_TWR",\N,"PSP_APP","LAX_CTR"
"KPSX",\N,\N,\N,\N,\N,\N
"KPTB",\N,\N,\N,\N,\N,\N
"KPTD",\N,\N,\N,\N,\N,\N
"KPTK","PTK_DEL","PTK_GND","PTK_TWR",\N,\N,\N
"KPTN",\N,\N,\N,\N,\N,\N
"KPTS",\N,\N,\N,\N,\N,\N
"KPTT",\N,\N,\N,\N,\N,\N
"KPTV",\N,\N,\N,\N,"BFL_APP","LAX_CTR"
"KPTW",\N,\N,\N,\N,\N,\N
"KPUB",\N,"PUB_GND","PUB_TWR",\N,"PUB_APP","DEN_CTR"
"KPUC",\N,\N,\N,\N,\N,\N
"KPUW",\N,\N,\N,\N,\N,\N
"KPVB",\N,\N,\N,\N,\N,\N
"KPVC",\N,\N,\N,\N,\N,\N
"KPVD","PVD_DEL","PVD_GND","PVD_TWR",\N,"PVD_APP","BOS_CTR"
"KPVE",\N,\N,\N,\N,\N,"MEM_CTR"
"KPVF",\N,\N,\N,\N,\N,\N
"KPVG",\N,\N,\N,\N,\N,\N
"KPVJ",\N,\N,\N,\N,\N,\N
"KPVU",\N,"PVU_GND","PVU_TWR",\N,"SLC_APP","SLC_CTR"
"KPVW",\N,\N,\N,\N,\N,\N
"KPWA",\N,"PWA_GND","PWA_TWR",\N,"OKC_APP","FTW_CTR"
"KPWC",\N,\N,\N,\N,\N,\N
"KPWD",\N,\N,\N,\N,\N,\N
"KPWG",\N,\N,\N,\N,\N,\N
"KPWK","PWK_DEL","PWK_GND","PWK_TWR",\N,"CHI_APP","CHI_CTR"
"KPWM",\N,"PWM_GND","PWM_TWR",\N,"PWM_APP","BOS_CTR"
"KPWT",\N,\N,\N,\N,"SEA_APP","SEA_CTR"
"KPXE",\N,\N,\N,\N,\N,\N
"KPYG",\N,\N,\N,\N,\N,\N
"KPYM",\N,\N,\N,\N,"ACK_APP","BOS_CTR"
"KPYN",\N,\N,\N,\N,\N,\N
"KPYX",\N,\N,\N,\N,\N,\N
"KPZQ",\N,\N,\N,\N,\N,\N
"KR-1080",\N,\N,\N,\N,\N,\N
"KR-1088",\N,\N,\N,\N,\N,\N
"KR-1089",\N,\N,\N,\N,\N,\N
"KR-1090",\N,\N,\N,\N,\N,\N
"KR-1092",\N,\N,\N,\N,\N,\N
"KR47",\N,\N,\N,\N,\N,\N
"KR49",\N,\N,\N,\N,\N,\N
"KRAC",\N,\N,\N,\N,"MKE_APP","CHI_CTR"
"KRAL",\N,"RAL_GND","RAL_TWR",\N,"ONT_APP","LAX_CTR"
"KRAP",\N,"RAP_GND","RAP_TWR",\N,"RCA_APP","DEN_CTR"
"KRAS",\N,\N,\N,\N,\N,\N
"KRAW",\N,\N,\N,\N,\N,\N
"KRBD","RBD_DEL","RBD_GND","RBD_TWR",\N,"REG_APP","FTW_CTR"
"KRBE",\N,\N,\N,\N,\N,\N
"KRBG",\N,\N,\N,\N,\N,\N
"KRBL",\N,\N,\N,\N,\N,\N
"KRBM",\N,\N,\N,\N,\N,\N
"KRBO",\N,\N,\N,\N,\N,\N
"KRBW",\N,\N,\N,\N,\N,\N
"KRCA",\N,"RCA_GND","RCA_TWR",\N,"RCA_APP","DEN_CTR"
"KRCK",\N,\N,\N,\N,\N,\N
"KRCM",\N,\N,\N,\N,\N,\N
"KRCR",\N,\N,\N,\N,\N,\N
"KRCT",\N,\N,\N,\N,\N,\N
"KRCX",\N,\N,\N,\N,\N,\N
"KRCZ",\N,\N,\N,\N,\N,\N
"KRDD",\N,"RDD_GND","RDD_TWR",\N,\N,"OAK_CTR"
"KRDG",\N,"RDG_GND","RDG_TWR",\N,"RDG_APP","NY_CTR"
"KRDK",\N,\N,\N,\N,\N,\N
"KRDM",\N,"RDM_GND","RDM_TWR",\N,\N,"SEA_CTR"
"KRDR",\N,"RDR_GND","RDR_TWR",\N,"RDR_APP","MSP_CTR"
"KRDU","RDU_DEL","RDU_GND","RDU_TWR",\N,"RDU_APP","DC_CTR"
"KRED",\N,\N,\N,\N,\N,\N
"KREI",\N,\N,\N,\N,"ONT_APP","LAX_CTR"
"KREO",\N,\N,\N,\N,\N,\N
"KRFD","RFD_DEL","RFD_GND","RFD_TWR",\N,"RFD_APP","CHI_CTR"
"KRFG",\N,\N,\N,\N,\N,\N
"KRFI",\N,\N,\N,\N,\N,\N
"KRGK",\N,\N,\N,\N,\N,\N
"KRHI",\N,\N,\N,\N,\N,\N
"KRHP",\N,\N,\N,\N,\N,\N
"KRHV",\N,"RHV_GND","RHV_TWR",\N,"NCT_APP","OAK_CTR"
"KRIC","RIC_DEL","RIC_GND","RIC_TWR",\N,"RIC_APP","DC_CTR"
"KRID",\N,\N,\N,\N,\N,\N
"KRIF",\N,\N,\N,\N,\N,\N
"KRIL",\N,\N,\N,\N,\N,\N
"KRIR",\N,\N,\N,\N,\N,\N
"KRIU",\N,\N,\N,\N,\N,\N
"KRIV",\N,"RIV_GND","RIV_TWR",\N,"RIV_APP","LAX_CTR"
"KRIW",\N,\N,\N,\N,\N,\N
"KRJD",\N,\N,\N,\N,\N,\N
"KRK1",\N,\N,\N,\N,\N,\N
"KRKD",\N,\N,\N,\N,\N,\N
"KRKP",\N,\N,\N,\N,\N,\N
"KRKR",\N,\N,\N,\N,"FYV_APP","MEM_CTR"
"KRKS",\N,\N,\N,\N,\N,\N
"KRKW",\N,\N,\N,\N,\N,\N
"KRLD",\N,\N,\N,\N,\N,\N
"KRME",\N,"RME_GND","RME_TWR",\N,"SYR_APP","BOS_CTR"
"KRMG",\N,\N,\N,\N,\N,\N
"KRMN",\N,\N,\N,\N,\N,\N
"KRMY",\N,\N,\N,\N,\N,\N
"KRNC",\N,\N,\N,\N,\N,"MEM_CTR"
"KRND",\N,"RND_GND","RND_TWR",\N,"SAT_APP","HOU_CTR"
"KRNH",\N,\N,\N,\N,\N,\N
"KRNM",\N,"RNM_GND","RNM_TWR",\N,"SAN_APP","LAX_CTR"
"KRNO","RNO_DEL","RNO_GND","RNO_TWR",\N,"RNO_APP","OAK_CTR"
"KRNP",\N,\N,\N,\N,\N,\N
"KRNT",\N,"RNT_GND","RNT_TWR",\N,"SEA_APP","SEA_CTR"
"KRNV",\N,\N,\N,\N,\N,"MEM_CTR"
"KROA","ROA_DEL","ROA_GND","ROA_TWR",\N,"ROA_APP","DC_CTR"
"KROC",\N,"ROC_GND","ROC_TWR",\N,\N,\N
"KROG",\N,\N,"ROG_TWR",\N,"FYV_APP","MEM_CTR"
"KROS",\N,\N,\N,\N,\N,\N
"KROW",\N,"ROW_GND","ROW_TWR",\N,"ROW_APP","ABQ_CTR"
"KROX",\N,\N,\N,\N,\N,\N
"KRPB",\N,\N,\N,\N,\N,\N
"KRPD",\N,\N,\N,\N,\N,\N
"KRPH",\N,\N,\N,\N,\N,\N
"KRPJ",\N,\N,\N,\N,\N,\N
"KRPX",\N,\N,\N,\N,\N,\N
"KRQB",\N,\N,\N,\N,\N,\N
"KRQE",\N,\N,\N,\N,\N,\N
"KRRL",\N,\N,\N,\N,\N,\N
"KRRQ",\N,\N,\N,\N,\N,\N
"KRRT",\N,\N,\N,\N,\N,\N
"KRSL",\N,\N,\N,\N,\N,\N
"KRSN",\N,\N,\N,\N,\N,\N
"KRST",\N,"RST_GND","RST_TWR",\N,"RST_APP","MSP_CTR"
"KRSV",\N,\N,\N,\N,\N,\N
"KRSW",\N,"RSW_GND","RSW_TWR",\N,"RSW_APP","MIA_CTR"
"KRTN",\N,\N,\N,\N,\N,\N
"KRUE",\N,\N,\N,\N,\N,"MEM_CTR"
"KRUG",\N,\N,\N,\N,\N,\N
"KRUQ",\N,\N,\N,\N,\N,\N
"KRUT",\N,\N,\N,\N,\N,"BOS_CTR"
"KRVJ",\N,\N,\N,\N,\N,\N
"KRVL",\N,\N,\N,\N,\N,\N
"KRVN",\N,\N,\N,\N,\N,\N
"KRVS",\N,\N,"RVS_TWR",\N,\N,\N
"KRWF",\N,\N,\N,\N,\N,\N
"KRWI",\N,\N,\N,\N,\N,\N
"KRWL",\N,\N,\N,\N,\N,\N
"KRWN",\N,\N,\N,\N,\N,\N
"KRWV",\N,\N,\N,\N,\N,\N
"KRXE",\N,\N,\N,\N,\N,\N
"KRYM",\N,\N,\N,\N,\N,\N
"KRYN",\N,"RYN_GND","RYN_TWR","TUS_DEP","TUS_APP","ABQ_CTR"
"KRYV",\N,\N,\N,\N,\N,\N
"KRYW",\N,\N,\N,\N,\N,\N
"KRYY",\N,"RYY_GND","RYY_TWR",\N,"ATL_APP","ATL_CTR"
"KRZL",\N,\N,\N,\N,\N,"CHI_CTR"
"KRZN",\N,\N,\N,\N,\N,\N
"KRZR",\N,\N,\N,\N,\N,\N
"KRZT",\N,\N,\N,\N,\N,\N
"KS01",\N,\N,\N,\N,\N,\N
"KS03",\N,\N,\N,\N,\N,\N
"KS05",\N,\N,\N,\N,\N,\N
"KS10",\N,\N,\N,\N,\N,\N
"KS12",\N,\N,\N,\N,\N,\N
"KS17",\N,\N,\N,\N,\N,\N
"KS19",\N,\N,\N,\N,\N,\N
"KS20",\N,\N,\N,\N,\N,\N
"KS21",\N,\N,\N,\N,\N,\N
"KS23",\N,\N,\N,\N,\N,\N
"KS24",\N,\N,\N,\N,\N,\N
"KS25",\N,\N,\N,\N,\N,\N
"KS27",\N,\N,\N,\N,\N,\N
"KS32",\N,\N,\N,\N,\N,\N
"KS33",\N,\N,\N,\N,\N,\N
"KS34",\N,\N,\N,\N,\N,\N
"KS36",\N,\N,\N,\N,\N,\N
"KS39",\N,\N,\N,\N,\N,\N
"KS40",\N,\N,\N,\N,\N,\N
"KS42",\N,\N,\N,\N,\N,\N
"KS45",\N,\N,\N,\N,\N,\N
"KS48",\N,\N,\N,\N,\N,\N
"KS50",\N,\N,\N,\N,\N,\N
"KS52",\N,\N,\N,\N,\N,\N
"KS59",\N,\N,\N,\N,\N,\N
"KS64",\N,\N,\N,\N,\N,\N
"KS67",\N,\N,\N,\N,\N,\N
"KS69",\N,\N,\N,\N,\N,\N
"KS70",\N,\N,\N,\N,\N,\N
"KS71",\N,\N,\N,\N,\N,\N
"KS72",\N,\N,\N,\N,\N,\N
"KS73",\N,\N,\N,\N,\N,\N
"KS75",\N,\N,\N,\N,\N,\N
"KS78",\N,\N,\N,\N,\N,\N
"KS83",\N,\N,\N,\N,\N,\N
"KS84",\N,\N,\N,\N,\N,\N
"KS85",\N,\N,\N,\N,\N,\N
"KS87",\N,\N,\N,\N,\N,\N
"KS94",\N,\N,\N,\N,\N,\N
"KS95",\N,\N,\N,\N,\N,\N
"KS97",\N,\N,\N,\N,\N,\N
"KSAA",\N,\N,\N,\N,\N,\N
"KSAC",\N,"SAC_GND","SAC_TWR",\N,"SMF_APP","OAK_CTR"
"KSAD",\N,\N,\N,\N,\N,\N
"KSAF",\N,"SAF_GND","SAF_TWR",\N,\N,"ABQ_CTR"
"KSAN","SAN_DEL","SAN_GND","SAN_TWR",\N,"SAN_APP","LAX_CTR"
"KSAR",\N,\N,\N,\N,\N,\N
"KSAT","SAT_DEL","SAT_GND","SAT_TWR",\N,"SAT_APP","HOU_CTR"
"KSAV","SAV_DEL","SAV_GND","SAV_TWR",\N,"SAV_APP","JAX_CTR"
"KSAW",\N,"SAW_GND","SAW_TWR",\N,\N,"MSP_CTR"
"KSAZ",\N,\N,\N,\N,\N,\N
"KSBA","SBA_DEL","SBA_GND","SBA_TWR",\N,"SBA_APP","LAX_CTR"
"KSBD",\N,"SBD_GND","SBD_TWR",\N,"ONT_APP","LAX_CTR"
"KSBM",\N,\N,\N,\N,"MKE_APP","CHI_CTR"
"KSBN","SBN_DEL","SBN_GND","SBN_TWR",\N,"SBN_APP","CHI_CTR"
"KSBO",\N,\N,\N,\N,\N,\N
"KSBP",\N,"SBP_GND","SBP_TWR",\N,"SBA_APP","LAX_CTR"
"KSBS",\N,\N,\N,\N,\N,\N
"KSBU",\N,\N,\N,\N,\N,\N
"KSBX",\N,\N,\N,\N,\N,\N
"KSBY","SBY_DEL","SBY_GND","SBY_TWR",\N,"RIC_APP","DC_CTR"
"KSCB",\N,\N,\N,\N,\N,\N
"KSCD",\N,\N,\N,\N,\N,\N
"KSCH",\N,"SCH_GND","SCH_TWR",\N,"ALB_APP","BOS_CTR"
"KSCK",\N,"SCK_GND","SCK_TWR",\N,"NCT_APP","OAK_CTR"
"KSCX",\N,\N,\N,\N,\N,\N
"KSDA",\N,\N,\N,\N,\N,\N
"KSDC",\N,\N,\N,\N,\N,\N
"KSDF","SDF_DEL","SDF_GND","SDF_TWR",\N,"SDF_APP","IND_CTR"
"KSDL",\N,"SDL_GND","SDL_TWR","PHX_DEP","PHX_APP","ABQ_CTR"
"KSDM","SDM_DEL","SDM_GND","SDM_TWR",\N,"SAN_APP","LAX_CTR"
"KSDY",\N,\N,\N,\N,\N,\N
"KSEA","SEA_DEL","SEA_GND","SEA_TWR",\N,"SEA_APP","SEA_CTR"
"KSEE","SEE_DEL","SEE_GND","SEE_TWR",\N,"SAN_APP","LAX_CTR"
"KSEF",\N,\N,\N,\N,\N,\N
"KSEG",\N,\N,\N,\N,\N,\N
"KSEM",\N,\N,\N,\N,\N,\N
"KSEP",\N,\N,\N,\N,\N,\N
"KSEQ",\N,\N,\N,\N,\N,\N
"KSER",\N,\N,\N,\N,\N,\N
"KSET",\N,\N,\N,\N,\N,\N
"KSEZ",\N,\N,\N,"PHX_DEP","PRC_APP","ABQ_CTR"
"KSFB","SFB_DEL","SFB_GND","SFB_TWR",\N,\N,"JAX_CTR"
"KSFF",\N,"SFF_GND","SFF_TWR",\N,"GEG_APP","SEA_CTR"
"KSFM",\N,\N,\N,\N,"PWM_APP","BOS_CTR"
"KSFO","SFO_DEL","SFO_GND","SFO_TWR","NCT_DEP","NCT_APP","OAK_CTR"
"KSFQ",\N,\N,\N,\N,\N,\N
"KSFY",\N,\N,\N,\N,\N,\N
"KSFZ",\N,\N,\N,\N,\N,\N
"KSGF",\N,\N,"SGF_TWR",\N,\N,\N
"KSGH",\N,\N,\N,\N,\N,\N
"KSGJ",\N,"SGJ_GND","SGJ_TWR",\N,"JAX_APP","JAX_CTR"
"KSGR",\N,"SGR_GND","SGR_TWR",\N,"I90_APP","HOU_CTR"
"KSGS",\N,\N,\N,\N,\N,\N
"KSGT",\N,\N,\N,\N,"LIT_APP","MEM_CTR"
"KSGU",\N,\N,\N,\N,\N,"LAX_CTR"
"KSHD",\N,\N,\N,\N,\N,\N
"KSHL",\N,\N,\N,\N,\N,\N
"KSHN",\N,\N,\N,\N,"SEA_APP","SEA_CTR"
"KSHR",\N,\N,\N,\N,\N,\N
"KSHV","SHV_DEL","SHV_GND","SHV_TWR",\N,"SHV_APP","FTW_CTR"
"KSIF",\N,\N,\N,\N,\N,\N
"KSIK",\N,\N,\N,\N,\N,\N
"KSIV",\N,\N,\N,\N,\N,\N
"KSIY",\N,\N,\N,\N,\N,\N
"KSJC","SJC_DEL","SJC_GND","SJC_TWR","NCT_DEP","NCT_APP","OAK_CTR"
"KSJN",\N,\N,\N,\N,\N,\N
"KSJT",\N,"SJT_GND","SJT_TWR",\N,"SJT_APP","FTW_CTR"
"KSJX",\N,\N,\N,\N,\N,\N
"KSKA",\N,"SKA_GND","SKA_TWR",\N,"GEG_APP","SEA_CTR"
"KSKF",\N,"SKF_GND","SKF_TWR",\N,"SAT_APP","HOU_CTR"
"KSKI",\N,\N,\N,\N,\N,\N
"KSKX",\N,\N,\N,\N,\N,\N
"KSLB",\N,\N,\N,\N,\N,\N
"KSLC","SLC_DEL","SLC_GND","SLC_TWR",\N,"SLC_APP","SLC_CTR"
"KSLE",\N,"SLE_GND","SLE_TWR",\N,\N,"SEA_CTR"
"KSLG",\N,\N,\N,\N,"FYV_APP","MEM_CTR"
"KSLH",\N,\N,\N,\N,\N,\N
"KSLI",\N,"SLI_GND","SLI_TWR",\N,"SNA_APP","LAX_CTR"
"KSLJ",\N,\N,\N,\N,\N,\N
"KSLK",\N,\N,\N,\N,\N,"BOS_CTR"
"KSLN",\N,\N,"SLN_TWR",\N,\N,\N
"KSLO",\N,\N,\N,\N,\N,\N
"KSLR",\N,\N,\N,\N,\N,\N
"KSMD",\N,\N,\N,\N,\N,\N
"KSME",\N,\N,\N,\N,\N,\N
"KSMF","SMF_DEL","SMF_GND","SMF_TWR",\N,"SMF_APP","OAK_CTR"
"KSMN",\N,\N,\N,\N,\N,\N
"KSMO",\N,"SMO_GND","SMO_TWR","LAX_DEP",\N,"LAX_CTR"
"KSMQ",\N,\N,\N,\N,\N,\N
"KSMS",\N,\N,\N,\N,\N,\N
"KSMX",\N,"SMX_GND","SMX_TWR",\N,"SBA_APP","LAX_CTR"
"KSNA","SNA_DEL","SNA_GND","SNA_TWR",\N,"SNA_APP","LAX_CTR"
"KSNC",\N,\N,\N,\N,\N,\N
"KSNH",\N,\N,\N,\N,\N,"MEM_CTR"
"KSNK",\N,\N,\N,\N,\N,\N
"KSNL",\N,\N,\N,\N,\N,\N
"KSNS",\N,"SNS_GND","SNS_TWR",\N,"NCT_APP","OAK_CTR"
"KSNY",\N,\N,\N,\N,\N,\N
"KSOA",\N,\N,\N,\N,\N,\N
"KSOP",\N,\N,\N,\N,\N,\N
"KSOW",\N,\N,\N,\N,\N,\N
"KSPA",\N,\N,\N,\N,\N,\N
"KSPB",\N,\N,\N,\N,"PDX_APP","SEA_CTR"
"KSPF",\N,\N,\N,\N,\N,\N
"KSPG",\N,"SPG_GND","SPG_TWR",\N,"TPA_APP","MIA_CTR"
"KSPH",\N,\N,\N,\N,\N,\N
"KSPI",\N,\N,"SPI_TWR",\N,\N,\N
"KSPK",\N,\N,\N,\N,\N,\N
"KSPS","SPS_DEL","SPS_GND","SPS_TWR",\N,"SPS_APP","FTW_CTR"
"KSPW",\N,\N,\N,\N,\N,\N
"KSPZ",\N,\N,\N,\N,\N,\N
"KSQI",\N,\N,\N,\N,\N,\N
"KSQL",\N,"SQL_GND","SQL_TWR",\N,"NCT_APP","OAK_CTR"
"KSRB",\N,\N,\N,\N,\N,"MEM_CTR"
"KSRC",\N,\N,\N,\N,"LIT_APP","MEM_CTR"
"KSRE",\N,\N,\N,\N,\N,\N
"KSRQ",\N,"SRQ_GND","SRQ_TWR",\N,"TPA_APP","MIA_CTR"
"KSRR",\N,\N,\N,\N,\N,\N
"KSSC",\N,"SSC_GND","SSC_TWR",\N,"SSC_APP","JAX_CTR"
"KSSF",\N,"SSF_GND","SSF_TWR",\N,"SAT_APP","HOU_CTR"
"KSSI",\N,\N,\N,\N,\N,"JAX_CTR"
"KSSQ",\N,\N,\N,\N,\N,\N
"KSTC",\N,"STC_GND","STC_TWR",\N,\N,"MSP_CTR"
"KSTE",\N,\N,\N,\N,\N,\N
"KSTF",\N,\N,\N,\N,"CBM_APP","MEM_CTR"
"KSTJ",\N,\N,"STJ_TWR",\N,\N,\N
"KSTK",\N,\N,\N,\N,\N,\N
"KSTL",\N,\N,"STL_TWR",\N,\N,\N
"KSTP",\N,"STP_GND","STP_TWR",\N,"MSP_APP","MSP_CTR"
"KSTS",\N,"STS_GND","STS_TWR",\N,\N,"OAK_CTR"
"KSUA",\N,"SUA_GND","SUA_TWR",\N,"PBI_APP","MIA_CTR"
"KSUD",\N,\N,\N,\N,\N,\N
"KSUE",\N,\N,\N,\N,\N,\N
"KSUN",\N,"SUN_GND","SUN_TWR",\N,\N,"SLC_CTR"
"KSUS",\N,\N,"SUS_TWR",\N,\N,\N
"KSUT",\N,\N,\N,\N,\N,\N
"KSUU",\N,"SUU_GND","SUU_TWR",\N,"SUU_APP",\N
"KSUW",\N,\N,\N,\N,\N,\N
"KSUX",\N,"SUX_GND","SUX_TWR",\N,"SUX_APP","MSP_CTR"
"KSVC",\N,\N,\N,\N,\N,\N
"KSVE",\N,\N,\N,\N,\N,\N
"KSVH",\N,\N,\N,\N,\N,\N
